,ipa,nosyl
787,pʰuˋ.g̊ə,2
788,pʰuˋ.juk̚,2
789,pʰuˋ.rəm.ɕĩŋ,3
790,pʰuˋk̚,1
791,pʰũˋŋ,1
792,pʰyˋ.ɕĩŋ,2
793,pʰuˋm,1
794,pʰeˋ.ɖ͡ʐ̊ø̃n̚,2
795,pʰɛˋm,1
796,pʰeˋ.u,2
797,pʰõˋŋ,1
798,pʰõˋŋ.wə,2
799,pʰõˋŋ.b̥u,2
800,pʰøˋ,1
801,pʰɔˋr,1
802,ʈ͡ʂʰaˋ,1
803,ʈ͡ʂʰaˋ.ɟ̊ũŋ,2
804,ʈ͡ʂʰaˋ.rɔk̚,2
805,ʈ͡ʂʰãˋŋ,1
806,ʈ͡ʂʰãˋŋ.ɖ͡ʐ̊up̚,2
807,ʈ͡ʂʰɛˋ,1
808,ʈ͡ʂʰɛˋ.mə,2
809,ʈ͡ʂʰɛˋ.ɕĩn̚,2
810,ʈ͡ʂʰɛˋ.suk̚,2
811,ʈ͡ʂʰaˋm,1
812,ʈ͡ʂʰĩˋn̚,1
813,ʈ͡ʂʰiˋ,1
814,ʈ͡ʂʰũˋŋ,1
815,ʈ͡ʂʰeˋ,1
816,ʈ͡ʂʰeˋ.ɖ̥ək̚,2
817,ʈ͡ʂʰeˋ.mə,2
818,ʈ͡ʂʰɛˋ.b̥ə.b̥o,3
819,ʈʰaˋk̚.ʈ͡ʂə,2
820,ʈʰaˋɣ.ɕỹn̚,2
821,ʈʰãˋŋ.ɖ̥o,2
822,ʈʰaˋm.se,2
823,ʈʰɛˋl,1
824,laˊ,1
825,laˊ.g̊ø,2
826,laˊ.g̊ɛ,2
827,laˊ.mə,2
828,lỹˊn̚,1
829,loˊ.ɖ̥ø,2
830,løˊm.b̥o,2
831,wãˊŋ,1
832,wãˊŋ.b̥o,2
833,wãˊŋ.ɖ͡ʐ̊uk̚,2
834,wɛˊ,1
835,wɛˊl,1
836,uˊ,1
837,uˊ.ɖ̥ə,2
838,uˊk̚,1
839,yˊ,1
840,ɛ̃ˊn̚,1
841,jãˊŋ,1
842,jaˊr,1
843,jiˊk̚,1
844,jĩˊŋ,1
845,jiˊp̚,1
846,jeˊ,1
847,bɛˋ,1
848,baˋ.ɕik̚,2
849,baˋr,1
850,buˋ,1
851,buˋm,1
852,buˋm.ɖ̥ək̚,2
853,byˋ,1
854,ɖ͡ʐĩˋn̚,1
855,ɖ͡ʐɔˋr,1
856,ɖɛˋ.ɖ͡ʐ̊ɛ̃n̚,2
857,ɖɛˋ.b̥u,2
858,ɖĩˋŋ,1
859,ɖuˋk̚,1
860,ɖuˋm.ɖ̥ɛ̃n̚,2
861,ɖuˋm.b̥u,2
862,bɔˋp̚,1
863,baˋ.wə,2
864,baˋk̚,1
865,baˋm,1
866,bɛˋl,1
867,buˋr,1
868,ɖ͡ʐaˋr,1
869,ɖ͡ʐõˋŋ,1
870,ɖãˋŋ.b̥u,2
871,ɖãˋŋ.mə,2
872,ɖãˋŋ.d͡z̥i,2
873,ɖyˋl,1
874,ɖɛˋl.mə,2
875,maˋ,1
876,maˋ.nĩŋ,2
877,maˋ.õŋ,2
878,maˋ.rəp̚,2
879,maˋ.rik̚,2
880,maˋ.rũŋ,2
881,maˋ.he,2
882,mãˋŋ,1
883,mãˋŋ.b̥o,2
884,mɛˋn̚.ŋək̚,2
885,mɛˋn̚.ɖ͡ʐ̊ɛ,2
886,mɛˋn̚.ɕɛl,2
887,maˋr.me,2
888,mɛˋl,1
889,mɛˋl.ɖ͡ʐ̊ə,2
890,mɛˋl.d̥ɛ̃n̚,2
891,miˋ,1
892,miˋ.g̊e,2
893,miˋ.d̥ək̚,2
894,miˋ.d͡z̥ãŋ,2
895,miˋk̚,1
896,mĩˋŋ,1
897,mĩˋn̚,1
898,muˋ,1
899,muˋ.ɟ̊y,2
900,muˋ.g̊e,2
901,muˋ.ɖ͡ʐ̊ɔr,2
902,muˋ.d̥ik̚,2
903,muˋ.d̥ɛk̚,2
904,mỹˋn̚,1
905,myˋn̚.g̊ũŋ,2
906,meˋ,1
907,meˋ.d̥ɔk̚,2
908,meˋ.d̥ək̚,2
909,meˋ.d̥əp̚,2
910,meˋ.ɕɛl,2
911,mɛˋ,1
912,moˋ,1
913,moˋ.ɕəm,2
914,mɔˋɣ.mɔk̚.po,3
915,mõˋŋ,1
916,møˋ,1
917,mø̃ˋn̚,1
918,møˋn̚.mo,2
919,møˋn̚.sɛ̃n̚,2
920,ɲaˋ.ŋɛ̃n̚,2
921,ɲaˋk̚,1
922,ɲuˋ.g̊u,2
923,ɲuˋr,1
924,ɲõˋŋ,1
925,maˊk̚,1
926,maˊk̚.pø̃n̚,2
927,mãˊŋ,1
928,mãˊŋ.rik̚,2
929,mɛ̃ˊn̚,1
930,maˊr,1
931,miˊk̚,1
932,ɲɛˊl,1
933,maˊ,1
934,mɛˊ,1
935,miˊ.ləm,2
936,mõˊŋ,1
937,maˊ.rə,2
938,miˊ.ɟ̊u,2
939,mĩˊn̚,1
940,meˊ,1
941,meˊ.ɕə,2
942,møˊ,1
943,mø̃ˊn̚,1
944,møˊn̚.ləm,2
945,ɲiˊŋ.mə,2
946,ɲuˊ.g̊u,2
947,ɲø̃ˊn̚,1
948,meˊ.ŋək̚,2
949,t͡saˊ.ɖ͡ʐ̊ə,2
950,t͡sɛˊn̚.d̥ɛ̃n̚,2
951,,1
952,t͡saˊm,1
953,t͡sãˊŋ,1
954,t͡sãˊŋ.mə,2
955,t͡suˊk̚,1
956,t͡suˊk̚.tɔr,2
957,t͡suˊ.py,2
958,t͡suˊɣ.lək̚,2
959,t͡suˊɣ.ləː.g̊ãŋ,3
960,t͡soˊ,1
961,t͡sɛˊm.b̥o,2
962,t͡sỹˊn̚,1
963,t͡sɔˊk̚,1
964,t͡søˊn̚.rə,2
965,t͡saˊ,1
966,t͡sɛˊl,1
967,t͡siˊp̚,1
968,t͡suˊp̚,1
969,t͡suˊp̚.mo,2
970,t͡seˊ,1
971,t͡seˊ.mo,2
972,t͡sɔˊm,1
973,t͡sø̃ˊn̚,1
974,t͡søˊn.ɖ̥y,2
975,t͡sʰaˊ,1
976,t͡sʰãˊŋ.d͡z̥ĩŋ,2
977,t͡sʰãˊŋ,1
978,t͡sʰãˊŋ.ri,2
979,t͡sʰɛˊ,1
980,t͡sʰɛˊ.mə,2
981,t͡sʰɛ̃ˊn̚,1
982,t͡sʰɛˊl,1
983,t͡sʰiˊ.g̊u,2
984,t͡sʰiˊk̚,1
985,t͡sʰiˊm,1
986,t͡sʰiˊl,1
987,t͡sʰuˊ,1
988,t͡sʰuˊ.røl,2
989,t͡sʰyˊl,1
990,t͡sʰyˊl.ɖ̥im,2
991,t͡sʰeˊ,1
992,t͡sʰeˊ.rəp̚,2
993,t͡sʰɛˊk̚,1
994,t͡sʰɛˊ.ʈək̚,2
995,t͡sʰɛˊr.mə,2
996,t͡sʰɔˊk̚,1
997,t͡sʰõˊŋ,1
998,t͡sʰõˊŋ.b̥ø̃n̚,2
999,t͡sʰø̃ˊn̚,1
1000,t͡sʰɔˊr,1
1001,t͡sʰøˊl,1
1002,t͡sʰɛˊn̚.ɲi,2
1003,t͡sʰɛˊn̚.mə,2
1004,t͡sʰaˊm,1
1005,t͡sʰaˊr,1
1006,t͡sʰũˊŋ,1
1007,t͡sʰoˊ,1
1008,d͡zãˋŋ,1
1009,d͡zɛˋ,1
1010,d͡zaˋ,1
1011,d͡zaˋ.wo,2
1012,d͡zaˋ.mo,2
1013,d͡zaˋ.ɕɛ,2
1014,d͡zuˋp̚,1
1015,d͡zuˋp̚.mo,2
1016,d͡zeˋ,1
1017,d͡zøˋ,1
1018,d͡zaˋk̚,1
1019,d͡zaˋm.b̥u,2
1020,d͡zĩˋn̚,1
1021,d͡zuˋ.ɖ̥yl,2
1022,d͡zỹˋn̚,1
1023,d͡zɔˋk̚,1
1024,waˋ,1
1025,waˋ.ɟ̊ɛ,2
1026,ɕaˋk̚,1
1027,ɕɛ̃ˋn̚,1
1028,ɕəˋp̚,1
1029,ɕiˋ,1
1030,ɕiˋ.nɛ,2
1031,ɕĩˋŋ,1
1032,ɕiˋm,1
1033,ɕuˋ,1
1034,ɕuˋk̚,1
1035,ɕỹˋn̚,1
1036,ɕyˋn̚.mə,2
1037,ɕyˋn̚.mər,2
1038,ɕyˋ,1
1039,ɕeˋ,1
1040,ɕeˋ.d̥ãŋ,2
1041,ɕẽˋŋ,1
1042,ɕoˋ,1
1043,ɕãˋŋ.ɖ̥um,2
1044,ɕɛˋn̚.d̥ək̚,2
1045,ɕɛˋl,1
1046,ɕiˋk̚,1
1047,ɕũˋŋ,1
1048,ɕɔˋk̚,1
1049,ɕø̃ˋn̚,1
1050,ɕøˋː.nu,2
1051,ɕøˋl,1
1052,ɕiˋ.b̥o,2
1053,ɕĩˋn̚,1
1054,ɕɛˋ,1
1055,saˋ.ɖ̥um,2
1056,saˋ.mə.d̥ɔk̚,3
1057,saˋk̚,1
1058,sãˋŋ.sĩŋ,2
1059,sãˋŋ,1
1060,sɛˋ,1
1061,sɛ̃ˋn̚,1
1062,səˋp̚,1
1063,səˋp̚.mo,2
1064,sĩˋn̚,1
1065,siˋl,1
1066,suˋɣ.ŋu,2
1067,sũˋŋ,1
1068,sɛˋr,1
1069,søˋ,1
1070,saˋ,1
1071,siˋ,1
1072,siˋ.ɖ͡ʐ̊i,2
1073,siˋk̚,1
1074,sĩˋŋ,1
1075,suˋ,1
1076,suˋ.lum,2
1077,suˋk̚,1
1078,sɛˋp̚,1
1079,søˋ.mə,2
1080,sãˋŋ.b̥o,2
1081,iˋ,1
1082,wuˋk̚,1
1083,wuˋr,1
1084,woˋ,1
1085,woˋ.nə,2
1086,wɔˋk̚,1
1087,wɔˋɣ.mə,2
1088,wɔˋɣ.mĩn̚,2
1089,wõˋŋ,1
1090,wøˋ,1
1091,wøˋ.mə,2
1092,wø̃ˋn̚,1
1093,wøˋɲ.ɟ̊ãŋ,2
1094,wøˋn.d̥e,2
1095,wøˋl,1
1096,jaˋ,1
1097,jaˋ.ŋə.wə,3
1098,jaˋ.jo,2
1099,jaˋ.rəp̚,2
1100,jãˋŋ.d̥ək̚,2
1101,jãˋŋ.nə,2
1102,jãˋŋ,1
1103,jãˋŋ.b̥ə,2
1104,jɛˋn̚.lək̚,2
1105,jəˋp̚,1
1106,jaˋm.ɕĩŋ,2
1107,jaˋr.ŋo,2
1108,jɛˋŋ.g̊ə,2
1109,jɛˋ,1
1110,jiˋ,1
1111,jiˋ.g̊e,2
1112,jiˋ.g̊ɛ,2
1113,jiˋk̚,1
1114,jiˋk̚.ʈu,2
1115,jũˋŋ,1
1116,jũˋŋ.g̊ər,2
1117,jũˋŋ.nək̚,2
1118,jyˋ,1
1119,jyˋ.d͡z̥əm,2
1120,jỹˋn̚,1
1121,juˋm,1
1122,jyˋl,1
1123,jyˋl.ɖ͡ʐ̊ɛ̃n̚,2
1124,jeˋ,1
1125,jeˋ.ɕɛ,2
1126,joˋ.ɖ͡ʐ̊ɛ,2
1127,jõˋŋ,1
1128,jõˋŋ.su,2
1129,jøˋ,1
1130,jø̃ˋn̚,1
1131,jøˋn̚.ɖ͡ʐ̊əp̚,2
1132,jøˋn.d̥ɛ̃n̚,2
1133,jãˊŋ.sə,2
1134,jɛˊ,1
1135,jũˊŋ.ɖ̥ũŋ,2
1136,jyˊl,1
1137,jẽˊŋ,1
1138,joˊ,1
1139,jø̃ˊn̚,1
1140,raˋ,1
1141,raˋk̚,1
1142,rãˋŋ,1
1143,rãˋŋ.ɲi,2
1144,rãˋŋ.ɕĩn̚,2
1145,rəˋp̚,1
1146,rəˋp.tu,2
1147,rəˋp.ʈ͡ʂɔr,2
1148,rəˋp̚.rip̚,2
1149,rɛˋl.ɖ̥i,2
1150,rɛˋ.juk̚,2
1151,riˋ,1
1152,riˋ.g̊ɛ,2
1153,riˋ.b̥õŋ,2
1154,riˋ.rəp̚,2
1155,riˋk̚,1
1156,rĩˋŋ,1
1157,rĩˋŋ.b̥o,2
1158,rĩˋn̚,1
1159,riˋn̚.ɖ͡ʐ̊ɛ̃n̚,2
1160,riˋn̚.d̥ãŋ,2
1161,riˋm.b̥o.ɖ͡ʐ̊e,3
1162,riˋm,1
1163,riˋm.ɖ̥o,2
1164,riˋm.nɛ,2
1165,rũˋŋ,1
1166,ryˋ,1
1167,ryˋ.b̥ɛl,2
1168,reˋ.g̊ɛ̃n̚,2
1169,reˋ.ɕik̚,2
1170,reˋ.re,2
1171,rẽˋŋ,1
1172,roˋ,1
1173,roˋ.d͡z̥ə,2
1174,røˋl,1
1175,ləˊp̚,1
1176,ləˊː.b̥o.ɖ͡ʐ̊e,3
1177,lɔˊm.sɛm,2
1178,laˋ,1
1179,laˋ.lə,2
1180,laˋ.sɔk̚,2
1181,laˋk̚,1
1182,lãˋŋ.d͡z̥o,2
1183,lãˋŋ.lĩŋ,2
1184,lãˋŋ,1
1185,lɛ̃ˋn̚,1
1186,lɛˋn̚.d͡z̥ə,2
1187,laˋm.b̥o.ɖ͡ʐ̊e,3
1188,liˋ.ɖ̥i,2
1189,lĩˋŋ.d̥ɔk̚,2
1190,luˋ.g̊u.ɟ̊y,3
1191,luˋk̚,1
1192,lũˋŋ,1
1193,lyˋ,1
1194,leˋ.g̊ɛ̃n̚,2
1195,leˋ.lo,2
1196,lɛˋk̚,1
1197,leˋ.u,2
1198,loˋ,1
1199,lɔˋk̚,1
1200,lõˋŋ,1
1201,lõˋŋ.ɖ͡ʐ̊ø,2
1202,laˋ.wə,2
1203,ɕaˊ,1
1204,ɕaˊ.d̥ək̚,2
1205,ɕaˊ.ɖ̥ãŋ,2
1206,ɕãˊŋ,1
1207,ɕaˊm.d̥əp̚,2
1208,ɕaˊm.b̥u,2
1209,ɕaˊr,1
1210,ɕɛˊl,1
1211,ɕiˊ,1
1212,ɕĩˊn̚,1
1213,ɕiˊn.d̥u,2
1214,ɕuˊ.d̥ək̚,2
1215,ɕỹˊn̚,1
1216,ɕyˊl,1
1217,ɕeˊ.ryl,2
1218,ɕɛˊl.g̊õŋ,2
1219,ɕɛˊ,1
1220,ɕɛˊ.ɖ͡ʐ̊ə,2
1221,ɕɛˊ.rəp̚,2
1222,ɕiˊn̚.ɖ͡ʐ̊e,2
1223,ɕɛˊk̚,1
1224,ɕɛˊ.mə,2
1225,ɕɛˊ.ɲɛ̃n̚,2
1226,saˊ,1
1227,saˊ.g̊ũŋ,2
1228,saˊ.b̥ø̃n̚,2
1229,saˊ.le,2
1230,saˊ.le.ɖ̥əm,3
1231,sãˊŋ,1
1232,sãˊŋ.b̥ø,2
1233,sãˊŋ.ɟ̊ɛ,2
1234,siˊl,1
1235,siˊl.ɲɛ̃n̚,2
1236,siˊl.b̥u,2
1237,siˊl.mə,2
1238,suˊ,1
1239,suˊ.ɕik̚,2
1240,suˊm.ɟ̊ə,2
1241,suˊm.ɖ͡ʐ̊u,2
1242,suˊm.ɖ͡ʐ̊u.d͡z̥ə.ɲi,4
1243,suˊm.ɖ͡ʐ̊u.d͡z̥əp.tỹn̚,4
1244,suˊm.ɖ͡ʐ̊u.d͡z̥ə.sum,4
1245,seˊ,1
1246,seˊ.g̊øl,2
1247,seˊ.rɛl,2
1248,sẽˊŋ.g̊e,2
1249,sɛ̃ˊn̚,1
1250,sɛˊn̚.mo,2
1251,sɛˊm,1
1252,sɛˊm.ɖ͡ʐ̊ɛ̃n̚,2
1253,sɛˊm.b̥ə,2
1254,sɛˊr.nə,2
1255,sɛˊl,1
1256,soˊ,1
1257,soˊ.so,2
1258,sɔˊɣ.le,2
1259,sõˊŋ,1
1260,sɔˊm.ɲi,2
1261,sɔˊr.mo,2
1262,sɛˊn̚.d͡z̥ø,2
1263,sɛˊ,1
1264,sĩˊŋ.mo,2
1265,siˊ,1
1266,sĩˊn̚,1
1267,siˊm.b̥o,2
1268,siˊn̚.b̥u,2
1269,siˊn̚.ɖ͡ʐ̊ə,2
1270,siˊn̚.mo,2
1271,siˊn̚.lək̚,2
1272,sũˊŋ,1
1273,sɛˊk̚,1
1274,sɔˊk̚,1
1275,sɔˊ.ʈ͡ʂək̚,2
1276,søˊl,1
1277,lɛˊ,1
1278,lɔˊp̚,1
1279,lɔˊː.b̥ø̃n̚,2
1280,lɔˊp̚.mə,2
1281,saˊk̚,1
1282,sɛˊː.le,2
1283,suˊm,1
1284,suˊm.ɖ͡ʐ̊ə,2
1285,suˊm.b̥o,2
1286,syˊ,1
1287,syˊ.ɟ̊im,2
1288,syˊ.ɖ͡ʐ̊i,2
1289,syˊ.sɛr,2
1290,sɛˊp̚,1
1291,sɛˊr,1
1292,saˊm,1
1293,saˊm.d̥ɛ̃n̚,2
1294,seˊ.ru,2
1295,søˊ.ɲɔm,2
1296,søˊ.nəm,2
1297,haˊ,1
1298,haˊ.ɖ͡ʐ̊ãŋ,2
1299,hɔˊm.g̊ũŋ,2
1300,l̥ʰaˊ,1
1301,l̥ʰaˊ.sĩn̚,2
1302,l̥ʰaˊk̚,1
1303,l̥ʰaˊ.tõŋ,2
1304,l̥ʰaˊɣ.mə,2
1305,l̥ʰɛ̃ˊn̚,1
1306,l̥ʰɛˊn̚.ɖ͡ʐ̊ik̚,2
1307,l̥ʰũˊŋ,1
1308,l̥ʰũˊŋ.sɛ,2
1309,l̥ʰỹˊn̚,1
1310,l̥ʰuˊr,1
1311,l̥ʰoˊ,1
1312,uˊr.ɟ̊ɛ̃n̚,2
1313,uˊ.mə,2
1314,ɔˊr.ɟ̊ɛ̃n̚,2
1315,kaˊ.g̊u,2
1316,kaˊ.g̊o.lə,3
1317,kaˊ.g̊ə,2
1318,kaˊ.g̊ə.b̥ə,3
1319,kaˊ.g̊ə.ɖ͡ʐ̊e,3
1320,kaˊ.g̊øl.mə,3
1321,kaˊ.ɟ̊i,2
1322,kaˊ.ɖ͡ʐ̊iŋ.mə,3
1323,kaˊ.d̥uk̚,2
1324,kaˊ.ɕu,2
1325,kaˊ.sõŋ,2
1326,kaˊ.ɖ̥ãŋ,2
1327,kaˊ.ɖ͡ʐ̊ə,2
1328,kaˊ.ɖ͡ʐ̊i,2
1329,kaˊ.ɖ͡ʐ̊uk̚,2
1330,kaˊ.d̥ə.ru,3
1331,kaˊ.d̥o.rə,3
1332,kaˊ.d̥o,2
1333,kaˊ.d̥ək̚,2
1334,kaˊ.b̥e,2
1335,kaˊ.d̥əm.b̥ə,3
1336,kaˊ.d̥ər,2
1337,kaˊ.ni.g̊ə,3
1338,kaˊ.b̥ə,2
1339,kaˊ.b̥ɛ,2
1340,kaˊ.b̥ip̚,2
1341,kaˊ.b̥ur,2
1342,kaˊ.ɖ̥ẽŋ,2
1343,kaˊ.wə,2
1344,kaˊ.wə.li,3
1345,kaˊ.ɟ̊ək̚,2
1346,kaˊ.ɕɛ,2
1347,kaˊ.d̥ø,2
1348,kaˊ.b̥e.g̊o.b̥e,4
1349,kaˊ.mə.ru,3
1350,kaˊ.mə.lə,3
1351,kaˊ.mãŋ.mə,3
1352,kaˊ.mɛ,2
1353,kaˊ.mik̚,2
1354,kaˊ.g̊o,2
1355,kaˊ.b̥ɛ̃n̚,2
1356,kaˊ.je,2
1357,kaˊ.rə,2
1358,kaˊ.rə.ɕĩŋ,3
1359,kaˊ.rə.hə.ri,4
1360,kaˊ.ru,2
1361,kaˊ.re.g̊o.re,4
1362,kaˊ.d͡z̥ɔm,2
1363,kaˊ.lə,2
1364,kaˊ.lə.b̥ĩŋ.g̊ə,4
1365,kaˊ.lə.ro.sɛ̃n̚,4
1366,kaˊ.lək̚,2
1367,kaˊ.li,2
1368,kaˊ.ɕə,2
1369,kaˊ.ɕu.g̊ə,3
1370,kaˊ.ɕup̚,2
1371,kaˊ.ɟ̊ɔr,2
1372,kaˊ.ɖ̥ɔm,2
1373,kaˊ.d̥e,2
1374,kãˊŋ.g̊ə,2
1375,kɛˊn.d̥ur,2
1376,kɛˊn̚.d͡z̥ɛl,2
1377,kɛˊn̚.ɔk̚,2
1378,kɛˊn̚.d͡z̥ə,2
1379,kəˊp̚.kɔp̚,2
1380,kaˊm.g̊um,2
1381,kaˊm.g̊ɛm,2
1382,kaˊm.b̥ə,2
1383,kaˊm.d͡z̥ãŋ,2
1384,kaˊ.g̊ə.ri,3
1385,kaˊr.g̊ɔr,2
1386,kaˊr.ɟ̊y,2
1387,kaˊr.luk̚,2
1388,kiˊ,1
1389,kiˊ.g̊ãŋ,2
1390,kiˊ.g̊i,2
1391,kiˊ.g̊i.so.so,4
1392,kiˊ.hi.hi,3
1393,kĩˊŋ.ɕu.g̊ə,3
1394,kiˊm.b̥ə.g̊ə,3
1395,kiˊ.u,2
1396,kuˊ.g̊u.b̥u.ɕi,4
1397,kuˊ.d̥uk̚,2
1398,kuˊ.d̥ir,2
1399,kuˊ.d̥ir.ɕɛ.ɖ̥ə,4
1400,kuˊ.d̥ɔk̚,2
1401,kuˊ.wə,2
1402,kuˊ.wə.lə,3
1403,kuˊ.b̥e.rə,3
1404,kuˊ.mə.rə.d̥ə,4
1405,kuˊ.mu.d̥ə,3
1406,kuˊ.my,2
1407,kuˊ.my.ɖ̥ə,3
1408,kuˊ.my.b̥ɛ̃n̚,3
1409,kuˊ.my.lo.mə,4
1410,kuˊ.jə,2
1411,kuˊ.ru,2
1412,kuˊ.ru.g̊u.le,4
1413,kuˊ.ru.g̊ə,3
1414,kuˊ.re,2
1415,kuˊ.ɕə,2
1416,kuˊ.ɕə.li,3
1417,kuˊ.ɕu,2
1418,kuˊ.sə.rə,3
1419,kuˊ.ɖ̥ə,2
1420,kuˊ.rãŋ,2
1421,kuˊk̚,1
1422,kũˊŋ.g̊ãŋ,2
1423,kyˊn̚.ɟ̊əp̚,2
1424,kyˊn.d̥um,2
1425,kyˊn̚.ɕi,2
1426,kyˊn̚.sik̚,2
1427,kyˊn̚.sɛl,2
1428,kyˊn̚.sø,2
1429,kyˊn̚.ɖ̥up̚,2
1430,kyˊn.d̥u.ø,3
1431,kyˊn̚.d̥ə,2
1432,kyˊn.ɖ̥i,2
1433,kyˊŋ.g̊ə,2
1434,kyˊŋ.g̊ə.rə.wə,4
1435,kyˊn̚.d̥õŋ,2
1436,kyˊn.d̥ək̚,2
1437,kyˊn.d̥y,2
1438,kyˊn.d̥ɛ̃n̚,2
1439,kyˊn̚.sãŋ,2
1440,kyˊŋ.g̊ø,2
1441,kyˊn̚.ɖ͡ʐ̊ãŋ,2
1442,kyˊn̚.ɟ̊ɛ̃n̚,2
1443,kyˊn̚.sə,2
1444,kyˊn̚.g̊ɔr,2
1445,kyˊŋ.g̊ẽŋ,2
1446,kyˊɲ.ɟ̊ɛ,2
1447,kyˊn.ɖ̥o,2
1448,kyˊn̚.ɖ͡ʐ̊ɔm,2
1449,kyˊn.ɖ̥ɛ̃n̚,2
1450,kyˊn̚.ɖ͡ʐ̊ũŋ,2
1451,kyˊn̚.d͡z̥ĩn̚,2
1452,kyˊn̚.rə,2
1453,kyˊn̚.rik̚,2
1454,kyˊn.d̥ɔk̚,2
1455,kyˊn̚.d͡z̥ɔk̚.pə,3
1456,kyˊn̚.d͡z̥ɔː.b̥ə,3
1457,kyˊn̚.ɕɛ,2
1458,kyˊɲ.ɟ̊əp̚,2
1459,kyˊn.d̥ɔp̚,2
1460,kyˊː.nãŋ,2
1461,kyˊː.nãŋ.b̥ər,3
1462,kyˊm.b̥ãŋ,2
1463,kyˊn̚.ɖ͡ʐ̊ø,2
1464,kyˊn̚.ɖ͡ʐ̊ɔr,2
1465,kyˊn̚.lõŋ,2
1466,kuˊm.g̊um,2
1467,kuˊm.b̥o,2
1468,keˊ.g̊ə,2
1469,keˊ.g̊e.ru,3
1470,keˊ.ɖ͡ʐ̊u,2
1471,keˊ.d̥ə.g̊ə,3
1472,keˊ.d̥u,2
1473,keˊ.d͡z̥e,2
1474,keˊ.d͡z̥i,2
1475,keˊ.ru,2
1476,keˊ.re,2
1477,keˊ.lə.ɕə,3
1478,keˊ.ɕə.ɖ͡ʐ̊ɛ̃n̚,3
1479,keˊ.sə.rə,3
1480,kɛˊk̚,1
1481,kɛˊ.ʈãŋ,2
1482,kẽˊŋ.ry,2
1483,kẽˊŋ.ɕu.g̊ə,3
1484,kɛˊm.g̊ɛm,2
1485,keˊ.u,2
1486,keˊ.u.d͡z̥e,3
1487,keˊ.u.d͡z̥ãŋ,3
1488,kɛˊr.g̊ɛr,2
1489,kɛˊr.d̥ik̚,2
1490,kɛˊr.wə,2
1491,kɛˊr.mo,2
1492,kɛˊː.re,2
1493,koˊ.ɖ̥ɛ,2
1494,koˊ.g̊uk̚,2
1495,koˊ.ɖ̥øl,2
1496,koˊ.d̥ɛ̃n̚,2
1497,koˊ.ɕõŋ,2
1498,koˊ.sər,2
1499,koˊ.ɖ̥u,2
1500,koˊ.lə,2
1501,koˊ.ɖ͡ʐ̊i,2
1502,koˊ.ɖ͡ʐ̊u,2
1503,koˊ.ɲe,2
1504,koˊ.d̥ə,2
1505,koˊ.d̥um,2
1506,koˊ.d̥əm,2
1507,koˊ.b̥up̚,2
1508,koˊ.ɖ͡ʐ̊ər,2
1509,koˊ.wə,2
1510,koˊ.so.wə,3
1511,koˊ.d͡z̥ɛk̚,2
1512,koˊ.se,2
1513,koˊ.ɖ͡ʐ̊i.lə,3
1514,koˊ.ɖ͡ʐ̊il,2
1515,koˊ.g̊ɛ̃n̚,2
1516,koˊ.mɔk̚,2
1517,koˊ.d͡z̥e,2
1518,koˊ.d͡z̥ək̚,2
1519,koˊ.d͡z̥ɛl,2
1520,koˊ.ɖ͡ʐ̊ək̚,2
1521,koˊ.b̥ik̚,2
1522,koˊ.b̥e,2
1523,koˊ.b̥o,2
1524,koˊ.b̥ɔk̚,2
1525,koˊ.re,2
1526,koˊ.ro,2
1527,koˊ.ɟ̊ɛl,2
1528,koˊ.ɟ̊ỹn̚,2
1529,koˊ.d̥ər,2
1530,koˊ.le,2
1531,koˊ.lõŋ,2
1532,koˊ.d̥ĩŋ,2
1533,koˊ.b̥ək̚,2
1534,koˊ.ɕə,2
1535,koˊ.ɕɛl,2
1536,koˊ.sək̚,2
1537,koˊ.sɛk̚,2
1538,koˊ.g̊y,2
1539,koˊ.g̊o,2
1540,koˊ.ɟ̊i,2
1541,koˊ.ɖ̥ɔk̚,2
1542,koˊ.ɖ̥ɔm,2
1543,koˊ.ɖ͡ʐ̊ĩn̚,2
1544,kɔˊk̚.t͡se,2
1545,kɔˊ.t͡se,2
1546,kõˊŋ.g̊õŋ,2
1547,kõˊŋ.ɖ͡ʐ̊ɛ,2
1548,kõˊŋ.ɖ͡ʐ̊o,2
1549,kõˊŋ.d̥õŋ,2
1550,kõˊŋ.b̥o,2
1551,kõˊŋ.b̥o.b̥u.ɖ͡ʐ̊u,4
1552,kõˊŋ.b̥o.ɟ̊ə.d̥ə,4
1553,kõˊŋ.b̥o.lo.sər,4
1554,kõˊŋ.b̥u,2
1555,kõˊŋ.mo,2
1556,kõˊŋ.ɕək̚,2
1557,kõˊŋ.ɕə,2
1558,kõˊŋ.jyl,2
1559,kõˊŋ.nə,2
1560,kõˊŋ.nə.b̥ɛn.d̥ɔk̚,4
1561,kõˊŋ.ləm,2
1562,kõˊŋ.ɖ̥ə,2
1563,kõˊŋ.ɖ̥yl.sin.d̥ik̚,4
1564,kõˊŋ.ɖ̥ɛl,2
1565,køˊm.b̥ə,2
1566,kɔˊp.t͡se,2
1567,køˊl.mə,2
1568,køˊ.g̊o,2
1569,køˊ.d̥ək̚,2
1570,køˊ.ɲũŋ,2
1571,caˊ.ɟ̊ɔk̚,2
1572,cãˊŋ.ɟ̊õŋ,2
1573,cãˊː.ŋe.ɟ̊õː.ŋe,4
1574,caˊː.me,2
